species_id,common_name,scientific_name,category,feeding_source,feeding_confidence,feeding_uses_template,feeding_needs_review,feeding_review_reason,feeding_source_url,feeding_source_fields,housing_mode,housing_reason,housing_reason_shared_count,housing_only_category_reference,missing_species_specific_care
sp_0367,雪花纽扣珊瑚,Zoanthus sp. Snowflake,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Zoanthus+sp.+Snowflake+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0368,荧光绿尼罗河珊瑚,Catalaphyllia jardinei var. Green,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Catalaphyllia+jardinei+var.+Green+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0369,糖果脑珊瑚,Micromussa lordhowensis,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Micromussa+lordhowensis+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0370,海葵 (红奶嘴),Entacmaea quadricolor var. Red,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,特殊类群需复核；存在特殊喂养关键词,https://www.google.com/search?q=Entacmaea+quadricolor+var.+Red+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0371,蓝海绵,Haliclona sp. Blue,海水鱼,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；存在特殊喂养关键词,https://www.google.com/search?q=Haliclona+sp.+Blue+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0372,球形蓝宝石鱼,Andinoacara pulcher var. Balloon,硬景/底床,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Andinoacara+pulcher+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0373,球形红宝石鱼,Hemichromis bimaculatus var. Balloon,硬景/底床,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemichromis+bimaculatus+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0374,球形地图鱼,Astronotus ocellatus var. Balloon,慈鲷/斗鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Astronotus+ocellatus+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0375,白金黑霓虹灯 (球形),Hyphessobrycon herbertaxelrodi var. Balloon,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+herbertaxelrodi+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0376,黄金斑马异型 (L134改良版),Peckoltia compta var. Super Gold,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Peckoltia+compta+var.+Super+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0377,海月水母,Aurelia aurita,水母,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,Dietary_Needs缺失，使用规则补齐,https://www.google.com/search?q=Aurelia+aurita+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0378,赤月水母,Aurelia coerulea,水母,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,Dietary_Needs缺失，使用规则补齐,https://www.google.com/search?q=Aurelia+coerulea+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0379,大西洋海刺水母,Chrysaora quinquecirrha,水母,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Chrysaora+quinquecirrha+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0380,澳洲斑点水母,Phyllorhiza punctata,水母,aquapedia_master_v2.csv+rules+jellyfish_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知,https://www.google.com/search?q=Phyllorhiza+punctata+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0381,倒立水母,Cassiopea andromeda,水母,aquapedia_master_v2.csv+rules+jellyfish_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知,https://www.google.com/search?q=Cassiopea+andromeda+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0382,黑星海刺水母,Chrysaora melanaster,水母,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Chrysaora+melanaster+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0383,蛋黄水母,Cotylorhiza tuberculata,水母,aquapedia_master_v2.csv+rules+jellyfish_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知,https://www.google.com/search?q=Cotylorhiza+tuberculata+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0384,天草水母,Sanderia malayensis,水母,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Sanderia+malayensis+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0385,雪白金金鱼 (改良),Carassius auratus var. White Gold,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Carassius+auratus+var.+White+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0386,黑金刚龙睛,Carassius auratus var. Black Moor,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Carassius+auratus+var.+Black+Moor+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0387,熊猫蝶尾 (极品),Carassius auratus var. Panda Butterfly,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Carassius+auratus+var.+Panda+Butterfly+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0388,血钻神仙 (改良),Pterophyllum scalare var. Super Red,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Pterophyllum+scalare+var.+Super+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0389,白金半月斗鱼,Betta splendens var. Platinum,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Betta+splendens+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0390,红白狮头斗鱼,Betta splendens var. Kohaku Crown,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Kohaku+Crown+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0391,蓝龙将军斗鱼,Betta splendens var. Blue Dragon,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+betta_feeding_template,0.84,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Betta+splendens+var.+Blue+Dragon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,yes
sp_0392,黄金胡子 (雪花型),Ancistrus sp. Snowflake Gold,鲶鱼/异型,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ancistrus+sp.+Snowflake+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0393,大帆白金红裙,Gymnocorymbus ternetzi var. Platinum Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Platinum+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0394,荧光橙经鱼,Gymnocorymbus ternetzi var. Glo Orange,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Glo+Orange+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0395,黄金大帆飞狐,Crossocheilus langei var. Gold Longfin,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Crossocheilus+langei+var.+Gold+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0396,蓝珍珠米虾,Neocaridina davidi var. Blue Pearl,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Blue+Pearl+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0397,红白水晶虾 (SSS级),Caridina cantonensis var. Flower,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Caridina+cantonensis+var.+Flower+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0398,黑金刚水晶虾 (多纹),Caridina cantonensis var. Panda,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Caridina+cantonensis+var.+Panda+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0399,白金蓝魔鬼 (海水),Chrysiptera cyanea var. Platinum,海水鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Chrysiptera+cyanea+var.+Platinum+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,no
sp_0400,荧光绿尼罗河珊瑚 (改良),Catalaphyllia jardinei var. Ultra Green,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Catalaphyllia+jardinei+var.+Ultra+Green+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0401,红奶嘴海葵 (分裂种),Entacmaea quadricolor var. Rose,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,特殊类群需复核；存在特殊喂养关键词,https://www.google.com/search?q=Entacmaea+quadricolor+var.+Rose+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0402,绿地毯海葵 (长须),Stichodactyla gigantea var. Green,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,特殊类群需复核；存在特殊喂养关键词,https://www.google.com/search?q=Stichodactyla+gigantea+var.+Green+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0403,黄金纽扣珊瑚 (大规格),Zoanthus sp. Gold Center,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Zoanthus+sp.+Gold+Center+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0404,紫晶八字脑珊瑚,Trachyphyllia geoffroyi var. Purple,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,Dietary_Needs缺失，使用规则补齐；食性未知；特殊类群需复核,https://www.google.com/search?q=Trachyphyllia+geoffroyi+var.+Purple+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0405,红炮仗花珊瑚,Tubastraea coccinea var. Red,珊瑚/海水无脊椎,aquapedia_master_v2.csv+rules+coral_feeding_template,0.80,yes,yes,特殊类群需复核；存在特殊喂养关键词,https://www.google.com/search?q=Tubastraea+coccinea+var.+Red+coral+care+feeding,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0406,五彩青蛙 (大规格改良),Synchiropus splendidus var. XL,海水鱼,aquapedia_master_v2.csv+rules+marine_feeding_template,0.81,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Synchiropus+splendidus+var.+XL+LiveAquaria+diet,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,海水生物需要稳定盐度和成熟系统；鱼、珊瑚、海葵之间存在捕食、蛰伤或领地风险，需要按珊瑚缸兼容性搭配。,66,yes,yes
sp_0407,血红龙 (A级),Scleropages formosus var. Blood Red A,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Scleropages+formosus+var.+Blood+Red+A+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0408,金头过背金龙,Scleropages formosus var. Gold Head,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Scleropages+formosus+var.+Gold+Head+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0409,白子黑白魟,Potamotrygon leopoldi var. Albino,鱼类,aquapedia_master_v2.csv+rules+stingray_feeding_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Potamotrygon+leopoldi+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0410,皇冠黑白魟 (点位改良),Potamotrygon leopoldi var. Eclipse,鱼类,aquapedia_master_v2.csv+rules+stingray_feeding_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Potamotrygon+leopoldi+var.+Eclipse+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0411,蓝宝石雷龙 (特级选育),Channa stewartii var. Karbi Anglong,硬景/底床,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+stewartii+var.+Karbi+Anglong+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0412,幻彩红雷龙 (改良),Channa andrao var. Red,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+andrao+var.+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0413,黄金眼镜蛇蛇鱼 (长鳍),Pangio kuhlii var. Longfin,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Pangio+kuhlii+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0414,白金黑帝魔 (长鳍),Geophagus sp. var. Longfin Platinum,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Geophagus+sp.+var.+Longfin+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0415,红眼白子红剑 (高鳍),Xiphophorus hellerii var. High Fin,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Xiphophorus+hellerii+var.+High+Fin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0416,球形蓝宝石鱼 (特级),Andinoacara pulcher var. Super Balloon,硬景/底床,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Andinoacara+pulcher+var.+Super+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0417,血钻波子 (球形),Mikrogeophagus ramirezi var. Super Red Balloon,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Mikrogeophagus+ramirezi+var.+Super+Red+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0418,黄金大帆胡子 (红眼),Ancistrus sp. Albino Longfin,鲶鱼/异型,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ancistrus+sp.+Albino+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0419,荧光橙斑马 (长鳍),Danio rerio var. Glo Orange Longfin,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Danio+rerio+var.+Glo+Orange+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,yes
sp_0420,球形金曼龙 (大规格),Trichopodus trichopterus var. Balloon Gold XL,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Trichopodus+trichopterus+var.+Balloon+Gold+XL+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0421,白金黑裙 (球形长鳍),Gymnocorymbus ternetzi var. Platinum Balloon Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Platinum+Balloon+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0422,火山石景观板,Hardscape - Lava Plate,硬景/底床,aquapedia_master_v2.csv,0.95,no,no,,,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0423,青龙石景观组,Hardscape - Iwagumi Set,硬景/底床,aquapedia_master_v2.csv,0.95,no,no,,,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0424,南美沉木景观树,Hardscape - Bonsai Wood,硬景/底床,aquapedia_master_v2.csv,0.95,no,no,,,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0425,ADA风格化妆砂,Hardscape - Cosmetic Sand,硬景/底床,aquapedia_master_v2.csv,0.95,no,no,,,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
